-42.0601 ; -42.5045
-39.0448 ; -33.2836
-40.0806 ; -25.3262
-35.4116 ; -10.0095
-25.0242 ; -9.74516
-13.8689 ; -20.6171
-11.8286 ; -37.838
-3.4374 ; -31.609
3.37281 ; -22.245
7.277 ; -11.8783
9.73087 ; 0.932639
0.4077 ; -1.93445
-12.6035 ; -14.1995
-15.3998 ; -7.15231
-7.66747 ; 7.07878
-14.4016 ; 13.0582
-29.9063 ; 3.87098
-42.4352 ; -5.10154
-47.9424 ; 2.78815
-43.7821 ; 15.4873
-33.0181 ; 16.766
-21.6105 ; 16.9371
-15.9675 ; 25.7361
-15.9051 ; 35.7095
-21.3402 ; 45.8032
-25.8524 ; 43.5734
-37.7457 ; 31.6617
-44.5123 ; 17.9924
-49.063 ; 26.0644
-45.9366 ; 39.1201
-33.9472 ; 41.9419
-23.7755 ; 47.4318
-17.4353 ; 57.2908
-18.3402 ; 69.1593
-25.452 ; 83.1563
-35.5332 ; 93.9561
-41.5069 ; 103.146
-45.0264 ; 116.254
-42.7746 ; 126.238
-32.2546 ; 127.275
-23.5917 ; 115.564
-21.3487 ; 97.8684
-16.5433 ; 80.0513
-4.83781 ; 75.444
5.02891 ; 81.1903
9.28263 ; 91.326
7.68294 ; 105.505
-3.60935 ; 122.115
-18.6805 ; 123.157
6.1158 ; 121.64
20.0199 ; 117.437
30.9914 ; 121.036
43.4921 ; 125.912
55.7183 ; 125.678
66.795 ; 121.006
79.8459 ; 124.585
91.0569 ; 122.618
101.737 ; 119.733
111.886 ; 122.341
122.444 ; 123.362
130.405 ; 105.957
122.348 ; 93.1766
112.967 ; 92.5345
104.347 ; 97.709
96.5432 ; 104.775
85.4158 ; 108.468
74.8616 ; 104.031
66.6032 ; 100.78
57.398 ; 101.82
48.8964 ; 106.26
38.5864 ; 107.937
28.5193 ; 100.519
19.8812 ; 121.086
37.5788 ; 125.942
62.2269 ; 127.687
76.1261 ; 128.875
88.4677 ; 128.813
106.136 ; 128.643
121.259 ; 135.693
116.46 ; 106.464
96.2449 ; 86.4726
88.2706 ; 84.2693
78.3368 ; 83.4193
67.4447 ; 80.2952
68.5027 ; 85.6533
82.1915 ; 85.5522
87.2944 ; 90.8399
102.001 ; 78.9038
112.855 ; 70.2844
121.333 ; 67.5214
130.704 ; 56.8245
122.827 ; 41.4973
114.474 ; 43.8466
110.358 ; 50.7382
99.6612 ; 61.7374
90.0675 ; 54.0954
92.1734 ; 38.5099
98.5639 ; 28.9319
107.721 ; 25.2171
118.057 ; 23.702
128.181 ; 16.6126
125.788 ; 0.277943
119.174 ; -2.60894
108.375 ; 3.49327
101.682 ; 6.44188
91.6953 ; 5.72372
87.022 ; 7.44576
82.5491 ; 12.8927
78.0804 ; 16.6432
68.3453 ; 1.11117
76.4865 ; -9.06893
84.6268 ; -11.2241
89.1739 ; -28.4707
80.1217 ; -35.7607
69.3395 ; -28.9656
62.4627 ; -24.2257
52.324 ; -29.2988
46.5523 ; -43.1084
35.4448 ; -45.8548
30.1099 ; -39.9581
28.8637 ; -31.6158
31.7309 ; -24.3421
46.4066 ; -20.2496
53.5568 ; -18.0662
61.8922 ; -21.4101
68.5825 ; -24.9989
86.6538 ; -27.8499
96.2956 ; -22.9745
100.613 ; -16.7751
110.05 ; -14.0043
117.047 ; -18.8601
124.757 ; -20.5358
132.688 ; -37.9561
127.295 ; -45.3332
114.767 ; -40.174
107.738 ; -42.3565
97.1494 ; -43.0872
108.264 ; -42.1064
104.889 ; 7.64475
60.9634 ; -13.606
44.4767 ; -12.4495
36.4948 ; -12.8777
26.354 ; -15.6904
16.7355 ; -20.8822
8.87983 ; -41.7819
-36.8581 ; 49.7431
-36.636 ; 58.1827
-36.119 ; 64.1391
-38.1458 ; 71.22
-42.8074 ; 77.5557
-46.6646 ; 79.6769
-45.7886 ; 77.651
-36.5205 ; 76.2377
-28.8084 ; 65.985
-46.4494 ; 45.9546
-47.2393 ; 79.0593
-11.6927 ; 85.1413
-4.688 ; 90.0204
-1.45475 ; 98.3587
-10.8582 ; 124.198
12.2633 ; 126.995
20.7316 ; 124.314
61.1818 ; 106.835
55.4495 ; 108.738
47.7423 ; 110.65
19.0105 ; 99.0418
-0.0826831 ; 106.622
-17.638 ; 104.586
-29.2101 ; -26.7603
-35.9087 ; -23.7543
9.55778 ; -35.3146
34.6293 ; -41.1325
54.5721 ; -51.1895
63.3487 ; -54.243
102.644 ; -38.7187
105.285 ; -37.4026
115.299 ; -39.245
116.821 ; -3.91125
96.4076 ; 9.50885
97.436 ; 38.3271
116.726 ; 74.043
